T,none,police_1y,police_2y,fire_1y,fire_2y,prison_1y,prison_2y,escort,meister,field_md,field_gd,general_aa,general_bb,general_bc
-1,0,63.69,127.38,63.69,127.38,63.69,127.38,70.00,38.35,17.05,38.35,25.42,99.37,110.43
