T,no,yes
18,0,5.85666666667
17,0,5.85666666667
16,0,5.85666666667
15,0,5.85666666667
14,0,5.85666666667
13,0,5.85666666667
12,0,5.85666666667
11b,0,5.85666666667
11a,0,5.85666666667
10,0,5.85666666667
9,0,7.0425
8b,0,7.0425
8a,0,7.0425
7,0,7.0425
4,0,7.0425
3,0,7.0425
2,0,7.0425
