key,value
pay_grad_name,AW
valid_from,2026.05.01
link,https://www.bmi.bund.de/SharedDocs/gesetzgebungsverfahren/DE/Downloads/referentenentwuerfe/D3/ref-amtsangemessene-alimentation.pdf?__blob=publicationFile&v=6
name_de,Anwärtergrundbetrag
name_en,Candidate Base Amount
prv,    
allowances,bund-child-allowance-all-stufe-1;bund-child-allowance-all-stufe-2;bund-position-allowance-nr-05-AW;bund-position-allowance-nr-05a-AW;bund-position-allowance-nr-08a-AW;bund-position-allowance-nr-13-AW
