T,no,yes
16,0,5.87333333333
15,0,5.87333333333
14,0,5.87333333333
13,0,5.87333333333
12,0,5.87333333333
11,0,5.87333333333
10,0,5.87333333333
9,0,5.87333333333
8,0,7.06166666667
7,0,7.06166666667
6,0,7.06166666667
5,0,7.06166666667
