T,1,2,3,4,5,6,7,8
16,3,2,3,4,4,6,6,0
15,3,2,3,4,4,6,6,0
14,3,2,3,4,4,6,6,0
13,3,2,3,4,4,6,6,0
12,3,2,3,4,4,6,6,0
11,3,2,3,4,4,6,6,0
10,3,2,3,4,4,6,6,0
9,3,2,3,4,4,6,6,0
8,3,2,3,4,4,6,6,0
7,3,2,3,4,4,6,6,0
6,3,2,3,4,4,6,6,0
5,3,2,3,4,4,6,6,0
4,3,2,3,4,4,6,6,0
