T,1,2,3,4,5,6
17,,2,3,4,5,0
16,,2,3,4,5,0
15,,2,3,4,5,0
14,,2,3,4,5,0
13,,2,3,4,5,0
12,,2,3,4,5,0
11,,2,3,4,5,0
10,,2,3,4,5,0
9,,2,3,4,5,0
8,,2,3,4,5,0
7,,2,3,4,5,0
6,1,2,3,4,5,0
5,1,2,3,4,5,0
