key,value
pay_grad_name,W
valid_from,2025.02.01
link,https://finanzen.thueringen.de/themen/landeshaushalt/besoldung-und-versorgung
name_de,Besoldungsordnung W Freistaat Thüringen
name_en,Salary Scale W Free State of Thuringia
prv,
allowances,thueringen-family-allowance-all-stufe-1
