key,value
pay_grad_name,B
valid_from,2025.02.01
working_time_weekly,40
link,https://www.finanzen.bremen.de
name_de,Besoldungsordnung B (Bremen)
name_en,Salary Scale B (Bremen)
prv,
allowances,bremen-family-allowance;bremen-family-supplement-35a;bremen-annual-bonus
