key,value
pay_grad_name,W
valid_from,2025.04.01
working_time_weekly,41 (40 auf Antrag in Sonderfällen)
link,http://www.bgbl.de/xaver/bgbl/start.xav?startbk=Bundesanzeiger_BGBl&jumpTo=bgbl121s2444.pdf
name_de,Bundesbesoldungsordnung W
name_en,Federal Salary Scale W
prv,    
allowances,bund-child-allowance-all-stufe-1;bund-child-allowance-all-stufe-2
