T,none,stufe3_i_a5a6,stufe3_iv_a5a6,stufe3_vii_a5a6,stufe3_i_uebrige,stufe3_iv_uebrige,stufe3_vii_uebrige,stufe4_max,stufe5_max,a5_first_child_extra,a5_additional_child_extra
-1,0,717.01,1166.69,1677.53,714.09,1163.77,1674.61,2529.94,3403.65,8.41,25.17
