T,none,allg_1a,allg_1b,allg_2,pol_1y,pol_2y,pol_abs4,fire_1y,fire_2y,jva,meister,steuer,justiz
-1,0,25.55,99.98,111.12,97.15,171.45,74.29,102.87,171.45,137.16,43.83,91.43,131.44
