key,value
pay_grad_name,W
valid_from,2025.02.01
working_time_weekly,40
link,https://www.dbb.de/beamtinnen-beamte/besoldungstabellen.html
name_de,Besoldungsordnung W Sachsen-Anhalt
name_en,Salary Scale W Saxony-Anhalt
prv,
allowances,lsa-family-allowance-stufe-1;lsa-family-allowance-stufe-2;lsa-duz;lsa-annual-bonus;lsa-annual-bonus-child
