key,value
pay_grad_name,A
valid_from,2026.05.01
link,"https://www.bmi.bund.de/SharedDocs/gesetzgebungsverfahren/DE/Downloads/referentenentwuerfe/D3/ref-amtsangemessene-alimentation.pdf?__blob=publicationFile&v=6"
name_de,Bundesbesoldungsordnung A
name_en,Federal Salary Scale A
prv,
allowances,bund-child-allowance-stufe-1;bund-risk-weighted-amount;bund-position-allowance-nr-04;bund-position-allowance-nr-05;bund-position-allowance-nr-05a;bund-position-allowance-nr-06;bund-position-allowance-nr-06a;bund-position-allowance-nr-07-A;bund-position-allowance-nr-08;bund-position-allowance-nr-08a;bund-position-allowance-nr-08b;bund-position-allowance-nr-08c;bund-position-allowance-nr-09;bund-position-allowance-nr-09a;bund-position-allowance-nr-10;bund-position-allowance-nr-11;bund-position-allowance-nr-12;bund-position-allowance-nr-13;bund-position-allowance-nr-14;bund-position-allowance-nr-15;bund-position-allowance-nr-16;bund-position-allowance-nr-17;bund-position-allowance-nr-18;bund-position-allowance-nr-19;bund-official-allowances-A
