T,none,stufe1_a5_a8,stufe2_a5_a8,stufe1_other,stufe2_other,second_child,third_child,fourth_plus_child,a5_first_child_extra,a5_each_extra_child
-1,0,157.44,409.37,165.40,417.33,251.93,578.66,556.54,18.00,40.00
