name,value
pay_grad_name,S
valid_from,2022.12.01
link,https://www.verdi.de/++file++6253ec090e85d60379b178ec/download/TVL.PDF
name_en,Collective Agreement for Employees in the Social and Educational Service
name_de,Tarifvertrag für Beschäftigte im Sozial- und Erziehungsdienst
prv,vbl-west;vbl-east;vbl-west-n-atv;vbl-east-n-atv;kvbw
allowances,tv-l-s-annual-bonus;tv-l-function-allowance;tv-l-foreman-allowance;tv-l-tier-allowance;tv-l-care-allowance
