key,value
pay_grad_name,AW
valid_from,2025.12.01
working_time_weekly,41 (bis 60) / 40 (ab 61)
link,https://www.dbb.de/beamtinnen-beamte/besoldungstabellen.html
name_de,Anwärtergrundbetrag Hessen
name_en,Candidate Base Amount Hesse
prv,
allowances,hessen-family-allowance;hessen-child-allowance;hessen-special-payment-monthly;hessen-special-payment-child
