key,value
pay_grad_name,R
valid_from,2025.04.01
working_time_weekly,41 (40 auf Antrag in Sonderfällen)
link,http://www.bgbl.de/xaver/bgbl/start.xav?startbk=Bundesanzeiger_BGBl&jumpTo=bgbl121s2444.pdf
name_de,Bundesbesoldungsordnung R
name_en,Federal Salary Scale R
prv,
allowances,bund-child-allowance-all-stufe-1;bund-child-allowance-all-stufe-2;bund-position-allowance-nr-02-R;bund-official-allowances-R
