T,none,police_1y,police_2y,prison_abs1,prison_1y,prison_2y,prison_abs3,fire_1y,fire_2y,tax_lg1,tax_lg2,meister_techniker
-1,0,63.69,127.38,95.53,63.69,127.38,110.00,66.87,133.75,17.05,38.35,38.35
