T,0,2,3,4,5,6,7,8,10,11-13,12,15,22
16,0,0,0,0,0,0,0,0,0,0,0,277.35,0
15,0,0,0,0,0,0,251.01,0,0,0,332.82,0,0
14,0,0,0,0,251.01,0,0,0,332.82,0,0,0,0
13,0,0,0,0,0,167.35,251.01,0,0,366.12,0,0,332.82
12,0,0,0,0,0,0,209.23,209.23,0,0,0,0,0
9,0,360.26,360.26,0,0,360.26,0,0,0,0,0,0,0
8,0,77.41,0,0,0,0,0,0,0,0,0,0,0
7,0,60.07,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,48.41,0,0,0,0,0,0,0
5,0,0,48.41,89.26,0,89.26,0,0,0,0,0,0,0
