key,value
pay_grad_name,A
valid_from,2022.04.01
link,http://www.bgbl.de/xaver/bgbl/start.xav?startbk=Bundesanzeiger_BGBl&jumpTo=bgbl121s2444.pdf
name_de,Bundesbesoldungsordnung A
name_en,Federal Salary Scale A
prv,
allowances,bund-child-allowance-stufe-1;bund-child-allowance-stufe-2;bund-risk-weighted-amount;bund-position-allowance-nr-4;bund-position-allowance-nr-5;bund-position-allowance-nr-5a
