key,value
pay_grad_name,AW
valid_from,2025.02.01
working_time_weekly,40
link,https://www.finanzen.bremen.de
name_de,Anwärtergrundbetrag (Bremen)
name_en,Candidate Basic Amount (Bremen)
prv,
allowances,bremen-family-allowance;bremen-family-supplement-35a
