key,value
pay_grad_name,R
valid_from,2026.05.01
link,https://www.bmi.bund.de/SharedDocs/gesetzgebungsverfahren/DE/Downloads/referentenentwuerfe/D3/ref-amtsangemessene-alimentation.pdf?__blob=publicationFile&v=6
name_de,Bundesbesoldungsordnung R
name_en,Federal Salary Scale R
prv,
allowances,bund-child-allowance-all-stufe-1;bund-position-allowance-nr-02-R;bund-official-allowances-R
