key,value
pay_grad_name,A-UE
valid_from,2025.12.01
link,
name_de,Hessische Besoldungsordnung A (Überleitungstabelle)
name_en,Hesse Salary Scale A (Transition Table)
prv,
allowances,hessen-family-allowance;hessen-child-allowance;hessen-special-payment-monthly;hessen-special-payment-child
