name,value
pay_grad_name,E
valid_from,2025.02.01
link,https://jobs.itdz-berlin.de/content/Verguetung/?locale=de_DE
name_de,Tarifvertrag ITDZ Berlin
name_en,Collective Agreement ITDZ Berlin
allowances,tv-l-annual-bonus;tv-l-vwl
prv,vbl-west;vbl-east;vbl-west-n-atv;vbl-east-n-atv;kvbw
