T,1,2,3,4,5,6
1,4730.94,5237.47,5545.56,5865.40,6212.65,6574.24
2,4250.54,4676.12,4997.26,5292.31,5586.03,5918.92
3,3861.51,4289.70,4529.90,4797.56,5065.16,5398.06
4,3469.48,3816.04,4032.53,4253.69,4503.21,4751.35
5,2683.81,2951.29,3106.29,3272.53,3451.27,3643.78
6,2459.58,2691.23,2837.45,2991.15,3157.40,3336.11
7,2292.84,2506.32,2626.46,2767.71,2922.94,3092.11
8,2209.10,2403.94,2525.19,2649.19,2788.46,2945.74
