key,value
pay_grad_name,AW
valid_from,2025.02.01
link,
name_de,Anwärtergrundbetrag Mecklenburg-Vorpommern
name_en,Candidate Basic Amount Mecklenburg-Vorpommern
prv,
allowances,mv-annual-bonus
