key,value
pay_grad_name,A
valid_from,2025.02.01
link,
name_de,Landesbesoldungsordnung A Nordrhein-Westfalen
name_en,North Rhine-Westphalia Salary Scale A
prv,
allowances,nrw-structure-allowance;nrw-official-allowances-A;nrw-police-fire-justice-allowance;nrw-tax-field-service-allowance;nrw-master-technician-allowance;nrw-duz-unfavorable-hours;nrw-overtime-general;nrw-overtime-teaching;nrw-family-allowance-stufe-1;nrw-family-allowance-mietstufe-examples;nrw-trainee-basic-amount
