T,no,yes
17,0,3.8725
16,0,3.8725
15,0,6.19583333333
14,0,6.19583333333
13,0,6.19583333333
12,0,6.19583333333
11,0,6.19583333333
10,0,6.19583333333
9,0,6.19583333333
8,0,7.345
7,0,7.345
6,0,7.28583333333
5,0,7.28583333333
