name,value
pay_grad_name,E
valid_from,2025.04.01
link,"https://www.autobahn.de/storage/user_upload/qbank/240301_Entgeltwerte_Autobahn.pdf"
name_de,Manteltarifvertrag der Autobahn GmbH des Bundes
name_en,Collective Agreement for the Autobahn GmbH of the federal government
allowances,mtv-annual-bonus
prv,vbl-west;vbl-east;vbl-west-n-atv;vbl-east-n-atv;kvbw
