key,value
pay_grad_name,W
valid_from,2025.02.01
working_time_weekly,41 (bis 54) / 40 (55-59) / 39 (ab 60)
link,https://www.finanzverwaltung.nrw.de/dienststellen/landesamt-fuer-besoldung-und-versorgung-nrw/besoldungstabellen
name_de,Landesbesoldungsordnung W Nordrhein-Westfalen
name_en,North Rhine-Westphalia Salary Scale W
prv,
allowances,nrw-structure-allowance;nrw-official-allowances-A;nrw-police-fire-justice-allowance;nrw-tax-field-service-allowance;nrw-master-technician-allowance;nrw-duz-unfavorable-hours;nrw-overtime-general;nrw-overtime-teaching;nrw-family-allowance-stufe-1;nrw-family-allowance-mietstufe-examples;nrw-trainee-basic-amount
