key,value
pay_grad_name,B
valid_from,2025.02.01
link,
name_de,Landesbesoldungsordnung B Sachsen-Anhalt
name_en,State Salary Scale B Saxony-Anhalt
prv,
allowances,lsa-family-allowance-stufe-1;lsa-family-allowance-stufe-2;lsa-duz;lsa-annual-bonus;lsa-annual-bonus-child
