T,1,2,3,4,5,6,7,8,9,10,11,12
5,2792.99,2856.74,2920.44,2984.18,3047.89,3111.62,3175.37
6,2834.81,2904.77,2974.74,3044.71,3114.69,3184.68,3254.65,3324.62
7,2930.00,3018.06,3106.09,3194.14,3282.18,3370.27,3433.12,3496.02,3558.91
8,3019.35,3094.55,3207.41,3320.25,3433.07,3545.96,3621.16,3696.35,3771.61,3846.80
9,3188.26,3262.28,3382.71,3503.14,3623.55,3744.01,3826.77,3909.58,3992.37,4075.17
10,3401.48,3504.34,3658.60,3812.94,3967.25,4121.52,4224.40,4327.93,4433.13,4538.37
11,3853.40,4007.52,4161.67,4316.18,4473.87,4578.96,4684.09,4789.21,4896.31,5003.54
12,4288.51,4476.27,4664.26,4853.38,4981.21,5109.03,5236.86,5364.68,5492.51
13,4970.00,5177.06,5384.09,5522.14,5660.17,5798.19,5936.26,6074.29
14,5264.45,5532.94,5801.41,5980.41,6159.44,6338.43,6517.43,6696.44
15,6049.74,6344.96,6581.11,6817.27,7053.44,7289.62,7525.79
16,6645.40,6986.79,7259.97,7533.09,7806.18,8079.34,8352.46
