key,value
pay_grad_name,W
valid_from,2026.05.01
link,https://www.bmi.bund.de/SharedDocs/gesetzgebungsverfahren/DE/Downloads/referentenentwuerfe/D3/ref-amtsangemessene-alimentation.pdf?__blob=publicationFile&v=6
name_de,Bundesbesoldungsordnung W
name_en,Federal Salary Scale W
prv,    
allowances,bund-child-allowance-all-stufe-1
