key,value
pay_grad_name,W
valid_from,2025.02.01
link,
name_de,Besoldungsordnung W Mecklenburg-Vorpommern
name_en,Salary Scale W Mecklenburg-Vorpommern
prv,
allowances,mv-annual-bonus
