name,value
info,Stellenzulage Nr. 12 Steuerverwaltung
func_type,fabsolute
adding_type,monthly
label_de,Stellenzulage Nr. 12 (Steuerverwaltung)
label_en,Position Allowance No. 12 (Tax Administration)
info_de,18,09 € im mittleren Dienst und 40,69 € im gehobenen Dienst.
info_en,18.09 € in intermediate service and 40.69 € in higher service.
options,0;1;2
default_option,0
options_label_de,Keine;mittlerer Dienst;gehobener Dienst
options_label_en,None;intermediate service;higher service
