T,1,2,3,4,5,6
1,5308.41,5609.30,5824.22,6196.76,6640.89,6814.12
2,7006.25,7593.70,8109.49,8399.34,8557.35,8775.73
3,8775.73,9291.53,10029.39,,,
4,10323.14,11060.98,11648.42,,,
