key,value
pay_grad_name,AW
valid_from,2025.02.01
working_time_weekly,40
link,https://finanzen.thueringen.de/themen/landeshaushalt/besoldung-und-versorgung
name_de,Anwärtergrundbetrag Freistaat Thüringen
name_en,Candidate Base Amount Free State of Thuringia
prv,
allowances,thueringen-family-allowance-all-stufe-1
