key,value
pay_grad_name,W
valid_from,2026.01.01
link,https://www.dbb.de/fileadmin/user_upload/globale_elemente/pdfs/2025/Besoldungstabellen/2026-01_Berlin.pdf
name_de,Landesbesoldungsordnung Berlin W
name_en,Berlin State Salary Scale W
prv,
allowances,berlin-family-allowance;berlin-complementary-family-allowance;berlin-annual-bonus-beamte
