key,value
pay_grad_name,A
valid_from,2025.02.01
link,
name_de,Saarländische Besoldungsordnung A
name_en,Saarland Salary Scale A
prv,
allowances,saarland-family-allowance-stufe-1;saarland-family-allowance-stufe-2;saarland-position-allowance-nr-07;saarland-position-allowance-nr-08;saarland-position-allowance-nr-09;saarland-position-allowance-nr-11;saarland-position-allowance-nr-12;saarland-position-allowance-nr-14;saarland-official-allowances-A;saarland-duz;saarland-overtime-abs1;saarland-overtime-abs3
