key,value
pay_grad_name,B
valid_from,2025.02.01
link,
name_de,Landesbesoldungsordnung B Mecklenburg-Vorpommern
name_en,State Salary Scale B Mecklenburg-Vorpommern
prv,
allowances,mv-annual-bonus
