T,0,1,2,3,4,5
16,0,285.66,0,285.66,0,0
15,0,0,255.39,255.39,0,0
14,0,255.39,0,255.39,0,0
13,0,0,372.53,372.53,372.53,208.57
12,0,0,0,0,208.57,0
9,0,366.57,0,0,0,0
6,0,0,90.89,143.16,0,0
5,0,143.16,0,143.16,0,0
