key,value
pay_grad_name,W
valid_from,2026.04.01
link,https://www.dbb.de/beamtinnen-beamte/besoldungstabellen.html
name_de,Niedersächsische Besoldungsordnung W
name_en,Lower Saxony Salary Scale W
prv,
allowances,nds-family-allowance;nds-annual-special-payment
