name,value
info,"§ 23a Kinderzulage"
func_type,fabsolute
label_de,Kinderzulage
label_en,Child Allowance
info_de,"Kinderzulage von 100 € für jedes berücksichtigungsfähige Kind. Die Kinderzulage erhöht sich für das dritte und jedes weitere Kind um 53,05 €."
info_en,"Child allowance of €100 for each eligible child. The child allowance increases by €53.05 for the third and each additional child."
options,0;1;2;3;4;5
default_option,0
options_label_de,Kein;1;2;3;4;5
options_label_en,None;1;2;3;4;5
