name,value
info,"Stellenzulage Polizei & Feuerwehr"
func_type,fabsolute
adding_type,monthly
label_de,Polizei & Feuerwehr (Nr. 8/9)
label_en,Police & Fire Brigade (Nr. 8/9)
info_de,"Stellenzulage nach 1 bzw. 2 Jahren Dienstzeit."
info_en,"Position allowance after 1 and 2 years of service."
options,0;year1;year2
default_option,0
options_label_de,Keine;Nach 1 Jahr;Nach 2 Jahren
options_label_en,None;After 1 year;After 2 years
