name,value
pay_grad_name,E
valid_from,2024.03.01
link,https://www.swm.de/dam/doc/karriere/tv-n.pdf,
name_de,Tarifvertrag für den Nahverkehr in Bayern
name_en,Collective Agreement for Local Transport in Bayern
prv,vbl-west;vbl-east;vbl-west-n-atv;vbl-east-n-atv
allowances,tv-n-bayern-annual-bonus
