T,1,2,3,4,5,6
18,1,3,4,4,5,0
17,1,3,4,4,5,0
16,1,3,4,4,5,0
15,1,3,4,4,5,0
14,1,3,4,4,5,0
13,1,3,4,4,5,0
12,1,3,4,4,5,0
11b,1,3,4,4,5,0
11a,1,3,4,4,5,0
10,1,3,4,4,5,0
9,1,3,4,4,5,0
8b,1,3,4,4,5,0
8a,1,3,4,4,5,0
7,1,3,4,4,5,0
4,1,3,4,4,5,0
3,1,3,4,4,5,0
2,1,3,4,4,5,0
