key,value
pay_grad_name,A
valid_from,2025.02.01
working_time_weekly,41
link,https://www.dbb.de/beamtinnen-beamte/besoldungstabellen.html
name_de,Landesbesoldungsordnung A Baden-Württemberg
name_en,Baden-Württemberg Salary Scale A
prv,
allowances,
