key,value
pay_grad_name,W
valid_from,2025.12.01
link,
name_de,Hessische Besoldungsordnung W
name_en,Hesse Salary Scale W
prv,
allowances,hessen-family-allowance;hessen-child-allowance;hessen-special-payment-monthly;hessen-special-payment-child
