key,value
pay_grad_name,B
valid_from,2026.04.01
link,https://www.dbb.de/beamtinnen-beamte/besoldungstabellen.html
name_de,Niedersächsische Besoldungsordnung B
name_en,Lower Saxony Salary Scale B
prv,
allowances,nds-family-allowance;nds-annual-special-payment
