name,value
info,"Anrechnungsbetrag"
func_type,fabsolute
adding_type,monthly
label_de,Anrechnungsbetrag Thüringen
label_en,Risk weighted amount Thuringia
info_de,"A6-A8: 148,94 €; A9-A12: 155,98 €."
info_en,"A6-A8: €148.94; A9-A12: €155.98."
options,0
default_option,0
options_label_de,Standard
options_label_en,Standard
