T,0,1,2,3,4,5,6,7
4,0,85.75,0,0,0,0,0,0
5,0,0,85.75,0,0,0,0,0
6,0,0,46.49,0,0,0,0,0
9,0,346.18,346.18,0,0,0,0,0
12,0,0,201.08,0,0,0,201.08,0
13,0,0,0,351.81,351.81,351.81,241.18,241.18
14,0,241.18,0,0,0,0,0,0
15,0,0,241.18,241.18,0,0,0,0
16,0,0,269.75,269.75,0,269.75,0,0
