key,value
pay_grad_name,W
valid_from,2025.02.01
link,https://www.finanzen.bremen.de
name_de,Besoldungsordnung W (Bremen)
name_en,Salary Scale W (Bremen)
prv,
allowances,bremen-family-allowance;bremen-family-supplement-35a;bremen-annual-bonus
