T,1,2,3,4,5,6
1,5508.23,6074.07,6418.24,6775.52,7163.42,7567.33
2,4971.59,5447.00,5805.73,6135.33,6463.44,6835.30
3,4537.02,5015.33,5283.65,5582.66,5881.58,6253.46
4,4099.09,4486.22,4728.06,4975.11,5253.85,5531.03
5,3240.69,3530.78,3698.89,3879.18,4078.74,4293.80
6,2997.50,3248.74,3407.32,3574.01,3754.32,3950.11
7,2819.64,3048.19,3178.49,3331.68,3500.03,3683.51
8,2733.55,2937.16,3068.66,3203.15,3354.19,3524.77
