T,1,2,3,4,5,6
1,1,2,3,4,5,0
2,1,2,3,4,5,0
3,1,2,3,4,5,0
4,1,2,3,4,5,0
5,1,2,3,4,5,0
6,1,2,3,4,5,0
7,1,2,3,4,5,0
8,1,2,3,4,5,0
