name,value
info,§46 SächsBesG
func_type,fabsolute
adding_type,monthly
label_de,Polizeivollzugs- und Steuerfahndungszulage
label_en,Police and Tax Investigation Allowance
info_de,75 EUR nach 1 Jahr und 150 EUR nach 2 Jahren.
info_en,EUR 75 after 1 year and EUR 150 after 2 years.
options,no;year1;year2
default_option,no
options_label_de,Nein;Nach 1 Jahr;Nach 2 Jahren
options_label_en,No;After 1 year;After 2 years
